FID,owfid,country,lat,lon,p_name_4c,o_name_4c,capacity4c,yearmonth
8164,132417,Belgium,"51° 32' 29.113"" N","2° 55' 34.907"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8165,132418,Belgium,"51° 37' 48.288"" N","2° 55' 36.491"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8166,132419,Belgium,"51° 35' 26.634"" N","2° 55' 38.463"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/4/1
8167,132420,Belgium,"51° 37' 24.686"" N","2° 55' 39.062"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8168,132421,Belgium,"51° 31' 15.231"" N","2° 55' 41.451"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8169,132422,Belgium,"51° 37' 3.359"" N","2° 55' 44.720"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2018/4/1
8170,132423,Belgium,"51° 32' 52.838"" N","2° 55' 46.429"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8171,132424,Belgium,"51° 34' 5.894"" N","2° 55' 46.993"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/6/1
8172,132425,Belgium,"51° 38' 1.540"" N","2° 55' 49.645"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8173,132426,Belgium,"51° 37' 38.279"" N","2° 55' 52.456"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2019/2/1
8174,132427,Belgium,"51° 34' 40.134"" N","2° 55' 52.613"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/2/1
8175,132428,Belgium,"51° 31' 44.231"" N","2° 55' 55.254"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8176,132429,Netherlands,"51° 45' 38.557"" N","2° 55' 56.576"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/2/1
8177,132430,Belgium,"51° 35' 54.690"" N","2° 56' 1.268"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/5/1
8178,132431,Belgium,"51° 32' 15.009"" N","2° 56' 3.757"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8179,132432,Belgium,"51° 37' 51.954"" N","2° 56' 5.661"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8180,132433,Belgium,"51° 37' 15.239"" N","2° 56' 5.814"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8181,132434,Belgium,"51° 32' 43.460"" N","2° 56' 7.594"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8182,132435,Belgium,"51° 37' 28.936"" N","2° 56' 7.830"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8183,132436,Belgium,"51° 36' 26.763"" N","2° 56' 9.176"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/11/1
8184,132437,Belgium,"51° 33' 50.261"" N","2° 56' 18.353"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/7/1
8185,132438,Netherlands,"51° 42' 40.914"" N","2° 56' 19.578"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8186,132439,Belgium,"51° 30' 45.272"" N","2° 56' 19.751"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/9/1
8187,132440,Belgium,"51° 34' 24.611"" N","2° 56' 20.774"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/4/1
8188,132441,Belgium,"51° 37' 42.436"" N","2° 56' 21.143"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8189,132442,Belgium,"51° 31' 28.982"" N","2° 56' 22.997"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8190,132443,Netherlands,"51° 41' 52.352"" N","2° 56' 27.626"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/8/1
8191,132444,Belgium,"51° 35' 38.528"" N","2° 56' 27.972"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/2/1
8192,132445,Belgium,"51° 32' 34.092"" N","2° 56' 28.741"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2016/3/1
8193,132446,Netherlands,"51° 43' 52.269"" N","2° 56' 29.018"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8194,132447,Belgium,"51° 32' 0.813"" N","2° 56' 32.655"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8195,132448,Netherlands,"51° 46' 34.427"" N","2° 56' 35.927"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2020/5/1
8196,132449,Belgium,"51° 37' 33.460"" N","2° 56' 36.515"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8197,132450,Netherlands,"51° 41' 8.077"" N","2° 56' 38.915"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/6/1
8198,132451,Belgium,"51° 36' 47.212"" N","2° 56' 44.449"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/2/1
8199,132452,Belgium,"51° 30' 28.427"" N","2° 56' 46.476"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/8/1
8200,132453,Belgium,"51° 34' 9.923"" N","2° 56' 48.875"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/8/1
8201,132454,Belgium,"51° 32' 24.622"" N","2° 56' 49.937"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8202,132455,Netherlands,"51° 38' 22.520"" N","2° 56' 51.008"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2018/10/1
8203,132456,Netherlands,"51° 40' 11.763"" N","2° 56' 52.342"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/11/1
8204,132457,Belgium,"51° 34' 43.735"" N","2° 56' 53.735"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/10/1
8205,132458,Belgium,"51° 35' 20.755"" N","2° 56' 57.177"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/2/1
8206,132459,Netherlands,"51° 44' 59.384"" N","2° 56' 57.649"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2020/7/1
8207,132460,Belgium,"51° 31' 46.825"" N","2° 57' 1.247"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8208,132461,Belgium,"51° 35' 54.642"" N","2° 57' 5.402"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/1/1
8209,132462,Belgium,"51° 30' 50.056"" N","2° 57' 6.523"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/9/1
8210,132463,Belgium,"51° 36' 34.261"" N","2° 57' 9.785"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/2/1
8211,132464,Belgium,"51° 32' 15.199"" N","2° 57' 10.940"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2016/9/1
8212,132465,Belgium,"51° 33' 31.929"" N","2° 57' 13.156"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8213,132466,Netherlands,"51° 43' 23.571"" N","2° 57' 13.689"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8214,132467,Netherlands,"51° 39' 18.889"" N","2° 57' 15.238"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/8/1
8215,132468,Belgium,"51° 34' 28.960"" N","2° 57' 18.431"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/6/1
8216,132469,Belgium,"51° 37' 5.235"" N","2° 57' 18.901"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/12/1
8217,132470,Belgium,"51° 31' 58.222"" N","2° 57' 18.111"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8218,132471,Belgium,"51° 30' 22.420"" N","2° 57' 23.743"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/9/1
8219,132472,Belgium,"51° 35' 5.287"" N","2° 57' 24.642"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/4/1
8220,132473,Belgium,"51° 30' 1.006"" N","2° 57' 29.210"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/9/1
8221,132474,Netherlands,"51° 42' 39.571"" N","2° 57' 30.917"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/12/1
8222,132475,Belgium,"51° 33' 19.319"" N","2° 57' 35.407"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8223,132476,Belgium,"51° 32' 3.318"" N","2° 57' 37.883"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8224,132477,Netherlands,"51° 41' 59.034"" N","2° 57' 41.072"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8225,132478,Belgium,"51° 36' 50.875"" N","2° 57' 41.927"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/4/1
8226,132479,Belgium,"51° 33' 50.677"" N","2° 57' 44.107"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8227,132480,Netherlands,"51° 45' 42.124"" N","2° 57' 50.442"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/2/1
8228,132481,Belgium,"51° 34' 49.085"" N","2° 57' 52.932"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/7/1
8229,132482,Belgium,"51° 33' 6.628"" N","2° 57' 58.041"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8230,132483,Netherlands,"51° 37' 38.811"" N","2° 57' 59.110"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/8/1
8231,132484,Netherlands,"51° 43' 10.716"" N","2° 58' 2.006"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/11/1
8232,132485,Belgium,"51° 35' 22.558"" N","2° 58' 2.300"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/8/1
8233,132486,Belgium,"51° 31' 1.006"" N","2° 58' 5.341"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/8/1
8234,132487,Netherlands,"51° 38' 42.897"" N","2° 58' 6.239"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/4/1
8235,132488,Belgium,"51° 36' 38.923"" N","2° 58' 7.137"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/12/1
8236,132489,Belgium,"51° 29' 44.273"" N","2° 58' 9.065"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/9/1
8237,132490,Netherlands,"51° 41' 15.520"" N","2° 58' 10.579"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/9/1
8238,132491,Belgium,"51° 34' 10.517"" N","2° 58' 12.937"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8239,132492,Belgium,"51° 33' 34.051"" N","2° 58' 13.544"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8240,132493,Belgium,"51° 31' 34.279"" N","2° 58' 15.061"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2019/2/1
8241,132494,Belgium,"51° 32' 54.009"" N","2° 58' 20.431"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8242,132495,Belgium,"51° 29' 25.397"" N","2° 58' 24.771"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/10/1
8243,132496,Belgium,"51° 35' 51.201"" N","2° 58' 24.709"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/12/1
8244,132497,Belgium,"51° 30' 7.669"" N","2° 58' 27.112"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/10/1
8245,132498,Belgium,"51° 36' 25.230"" N","2° 58' 30.200"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/2/1
8246,132499,Netherlands,"51° 44' 23.768"" N","2° 58' 30.096"" E",Borssele 1 and 2,Ørsted A/S (formerly DONG Energy AS),752,2019/10/1
8247,132500,Belgium,"51° 35' 7.039"" N","2° 58' 31.064"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/6/1
8248,132501,Netherlands,"51° 40' 11.330"" N","2° 58' 38.175"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/6/1
8249,132502,Netherlands,"51° 46' 19.957"" N","2° 58' 38.516"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/6/1
8250,132503,Belgium,"51° 32' 41.273"" N","2° 58' 42.862"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8251,132504,Belgium,"51° 33' 53.627"" N","2° 58' 43.044"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8252,132505,Belgium,"51° 33' 17.293"" N","2° 58' 43.366"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8253,132506,Belgium,"51° 34' 28.479"" N","2° 58' 45.355"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8254,132507,Belgium,"51° 35' 33.953"" N","2° 58' 49.295"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/4/1
8255,132508,Netherlands,"51° 42' 58.724"" N","2° 58' 49.490"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8256,132509,Netherlands,"51° 46' 59.166"" N","2° 58' 49.770"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/12/1
8257,132510,Belgium,"51° 36' 11.355"" N","2° 58' 53.078"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/6/1
8258,132511,Belgium,"51° 31' 29.812"" N","2° 58' 53.516"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/9/1
8259,132512,Belgium,"51° 29' 38.723"" N","2° 59' 3.840"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2019/4/1
8260,132513,Belgium,"51° 30' 5.958"" N","2° 59' 7.237"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/10/1
8261,132514,Belgium,"51° 30' 38.047"" N","2° 59' 6.988"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2019/2/1
8262,132515,Netherlands,"51° 42' 3.095"" N","2° 59' 9.445"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8263,132516,Belgium,"51° 33' 0.560"" N","2° 59' 12.815"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8264,132517,Belgium,"51° 35' 55.757"" N","2° 59' 12.947"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/12/1
8265,132518,Belgium,"51° 33' 36.805"" N","2° 59' 13.361"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8266,132519,Belgium,"51° 35' 19.455"" N","2° 59' 14.404"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/11/1
8267,132520,Netherlands,"51° 36' 54.533"" N","2° 59' 14.443"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/7/1
8268,132521,Belgium,"51° 34' 11.452"" N","2° 59' 15.582"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8269,132522,Netherlands,"51° 38' 0.752"" N","2° 59' 17.270"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/8/1
8270,132523,Netherlands,"51° 44' 59.906"" N","2° 59' 18.008"" E",Borssele 1 and 2,Ørsted A/S (formerly DONG Energy AS),752,2019/6/1
8271,132524,Belgium,"51° 34' 42.328"" N","2° 59' 25.109"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8272,132525,Belgium,"51° 30' 48.306"" N","2° 59' 29.582"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/8/1
8273,132526,Belgium,"51° 31' 6.817"" N","2° 59' 31.689"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/10/1
8274,132527,Netherlands,"51° 39' 16.719"" N","2° 59' 31.556"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/11/1
8275,132528,Netherlands,"51° 44' 5.111"" N","2° 59' 39.791"" E",Borssele 1 and 2,Ørsted A/S (formerly DONG Energy AS),752,2019/12/1
8276,132529,Belgium,"51° 35' 43.320"" N","2° 59' 40.219"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/7/1
8277,132530,Netherlands,"51° 40' 57.743"" N","2° 59' 41.997"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/9/1
8278,132531,Belgium,"51° 33' 19.836"" N","2° 59' 43.189"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8279,132532,Belgium,"51° 33' 54.458"" N","2° 59' 46.063"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8280,132533,Belgium,"51° 32' 17.723"" N","2° 59' 48.679"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2019/3/1
8281,132534,Belgium,"51° 34' 29.287"" N","2° 59' 48.459"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8282,132535,Netherlands,"51° 47' 11.484"" N","2° 59' 49.504"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/9/1
8283,132536,Belgium,"51° 29' 55.947"" N","2° 59' 49.906"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/11/1
8284,132537,Netherlands,"51° 42' 41.431"" N","2° 59' 51.617"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/8/1
8285,132538,Netherlands,"51° 45' 33.698"" N","2° 59' 56.815"" E",Borssele 1 and 2,Ørsted A/S (formerly DONG Energy AS),752,2019/6/1
8286,132539,Belgium,"51° 30' 40.641"" N","3° 0' 2.939"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/9/1
8287,132540,Belgium,"51° 35' 29.266"" N","3° 0' 3.659"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/5/1
8288,132541,Netherlands,"51° 40' 7.079"" N","3° 0' 11.303"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/8/1
8289,132542,Belgium,"51° 34' 16.302"" N","3° 0' 11.714"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8290,132543,Belgium,"51° 34' 51.461"" N","3° 0' 12.983"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8291,132544,Belgium,"51° 33' 37.406"" N","3° 0' 16.418"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8292,132545,Belgium,"51° 30' 14.216"" N","3° 0' 23.378"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/10/1
8293,132546,Belgium,"51° 32' 42.903"" N","3° 0' 25.137"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/8/1
8294,132547,Belgium,"51° 31' 13.672"" N","3° 0' 25.283"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2019/3/1
8295,132548,Netherlands,"51° 36' 8.906"" N","3° 0' 25.662"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/6/1
8296,132549,Netherlands,"51° 36' 50.166"" N","3° 0' 28.003"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8297,132550,Netherlands,"51° 41' 39.796"" N","3° 0' 28.436"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/8/1
8298,132551,Netherlands,"51° 37' 31.960"" N","3° 0' 34.182"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/8/1
8299,132552,Belgium,"51° 34' 3.207"" N","3° 0' 35.042"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8300,132553,Netherlands,"51° 44' 31.175"" N","3° 0' 36.039"" E",Borssele 1 and 2,Ørsted A/S (formerly DONG Energy AS),752,2020/2/1
8301,132554,Belgium,"51° 34' 38.463"" N","3° 0' 36.339"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8302,132555,Netherlands,"51° 42' 27.699"" N","3° 0' 36.415"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8303,132556,Belgium,"51° 31' 59.920"" N","3° 0' 38.694"" E",Norther,"Eneco Wind B.V. O&M Base,Elicio nv (formerly Electrawinds NV)",369.6,2018/9/1
8304,132557,Netherlands,"51° 46' 9.421"" N","3° 0' 41.753"" E",Borssele 1 and 2,Ørsted A/S (formerly DONG Energy AS),752,2019/6/1
8305,132558,Netherlands,"51° 38' 17.774"" N","3° 0' 51.381"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/12/1
8306,132559,Belgium,"51° 33' 50.158"" N","3° 0' 58.395"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8307,132560,Netherlands,"51° 38' 59.342"" N","3° 1' 2.075"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/8/1
8308,132561,Netherlands,"51° 43' 41.298"" N","3° 1' 2.698"" E",Borssele 1 and 2,Ørsted A/S (formerly DONG Energy AS),752,2019/8/1
